Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubclass_category,TotalBath,TotalPorchSF,TotalQual,BsmtTotalQual,BsmtQualFin_1and2,HasWoodDeckSF,HasTotalPorchSF
1180,20,40,9.028218795184895,2,10,20,2,3,5,3,5,1954,1954,5,3,3,2,0,2,0,0,0,4,1,5,7.024649030453636,6,1,0,1,0.0,4,2006,7,5,11.440354772135393,30,1.0,5.420534999272286,281,9.0,0.0,0,1
1181,60,40,9.320986892063246,2,30,20,2,3,22,3,7,1990,1991,1,4,3,3,1216,2,0,0,1216,5,1,5,7.829630389150193,8,0,2,3,0.0,4,2006,7,5,12.429216196844383,30,2.5,0.0,331,14.997534921939195,151.40658988178873,0,0
1182,120,20,8.628197749459149,2,20,40,5,2,19,1,5,2008,2008,6,5,3,7,1480,2,0,120,1600,5,1,5,7.409741954080923,8,1,2,3,5.087596335232384,11,2008,9,6,12.8802918162046,20,3.5,5.327876168789581,447,21.396002498438477,377.05982796978174,1,1
1183,60,40,9.656499466411903,2,20,20,2,3,24,3,7,1996,1996,6,5,3,7,2096,2,0,300,2396,5,1,5,8.406485069431817,8,2,3,3,5.14166355650266,7,2007,7,2,13.521139497361697,30,4.5,4.356708826689592,471,20.995828118481434,416.6300473747492,1,1
1184,30,40,9.287301413112312,2,10,20,5,3,4,3,5,1920,1950,2,3,3,4,821,2,0,299,1120,5,1,5,7.029972911706386,8,1,2,3,5.43372200355424,6,2006,7,5,11.695247021764184,10,2.0,0.0,306,11.662801070472792,188.51873124746209,1,0
1185,20,40,10.466896138710247,1,10,20,5,2,22,3,5,1963,1963,3,3,3,4,1159,2,0,413,1572,4,1,5,7.360103972989152,8,2,3,3,0.0,5,2007,7,5,12.137258329529814,30,2.5,6.26530121273771,256,11.68467895740623,207.7546839066059,0,1
1186,50,40,9.183791036742646,2,10,20,5,3,5,3,2,1924,1950,2,3,3,5,392,2,0,392,784,4,1,5,7.107425474110705,8,0,1,3,0.0,3,2006,7,5,11.560762794384388,30,2.0,5.4638318050256105,370,10.997452229299363,199.0976273148449,0,1
1187,190,40,9.270023374137356,2,20,10,2,2,4,4,7,1900,1970,3,2,3,5,440,2,0,538,978,3,1,5,7.4377951216719325,8,0,2,3,0.0,8,2009,7,2,11.461632170582678,20,3.0,4.30406509320417,231,7.697650663942799,209.66200103776478,0,1
1188,20,40,9.430359045942868,2,10,20,2,3,24,3,5,1994,1995,6,4,3,7,1456,2,0,168,1624,5,1,5,7.392647520721623,8,1,3,3,0.0,7,2006,7,5,12.476099782743233,30,3.0,5.723585101952381,408,18.168615384615382,376.97467527949425,0,1
1189,60,40,9.097731427593528,2,20,20,5,3,17,3,7,2002,2002,6,4,3,2,0,2,0,831,831,5,1,5,7.414572881350589,8,0,2,3,4.969813299576001,7,2009,7,5,12.180754837545884,30,2.5,4.219507705176107,383,11.001201923076923,0.0,1,1
1190,60,40,8.922658299524402,2,10,20,5,3,14,3,7,1999,1999,6,3,3,2,0,2,0,994,994,4,1,5,7.4977617006225685,8,1,2,3,4.941642422609304,6,2010,7,5,12.14950229404178,30,2.5,4.0943445622221,344,8.001005025125629,0.0,1,1
1191,190,40,10.387856258239758,2,10,30,5,2,12,4,5,1961,1975,3,3,3,5,1159,2,0,90,1249,5,1,5,7.3914152346753585,8,1,4,3,6.0844994130751715,3,2007,7,5,12.031719258385396,20,2.0,0.0,275,13.564,251.58436039878805,1,0
1192,160,50,7.8804263442924,2,10,20,5,3,21,2,7,1999,2000,6,4,3,2,0,2,0,776,776,5,1,5,7.273092595999522,8,0,2,3,5.327876168789581,11,2007,7,5,12.066810578196666,20,2.5,0.0,408,11.001287001287002,0.0,1,0
1193,50,20,9.169518377455928,2,10,20,5,3,4,3,2,1925,1994,6,3,3,2,0,2,0,702,702,4,1,5,7.294377299288821,8,0,1,2,0.0,7,2007,7,5,11.736069016284437,30,1.0,4.430816798843313,369,8.001422475106686,0.0,0,1
1194,120,20,8.411832675758411,2,10,20,3,3,12,1,5,1999,1999,6,5,3,7,883,2,0,341,1224,5,1,5,7.1098794630722715,8,0,2,3,0.0,6,2009,7,5,12.013700752882718,20,3.0,5.717027701406222,306,19.76734693877551,337.69548772269667,0,1
1195,60,40,9.144627828610801,2,10,20,2,3,7,3,7,1969,1969,3,3,3,6,371,2,0,292,663,3,1,5,7.20934025660291,8,0,1,3,5.937536205082426,3,2010,7,5,11.970350312009105,30,1.5,3.58351893845611,366,11.91265060240964,230.7758536672137,1,1
1196,60,40,8.990815266184685,2,20,20,5,3,14,3,7,2005,2005,6,4,3,2,0,2,0,728,728,5,1,5,7.283448228756631,8,0,2,3,4.605170185988092,7,2008,7,5,12.078239274020289,30,2.5,3.1780538303479458,319,11.001371742112482,0.0,1,1
1197,60,40,9.550662331752143,2,20,20,5,3,14,3,7,2006,2006,6,4,3,2,0,2,0,879,879,5,1,5,7.529943370601589,8,1,3,3,4.605170185988092,11,2006,9,6,12.297785453453374,30,2.5,2.833213344056216,383,11.001136363636364,0.0,1,1
1198,75,20,9.088172738001974,2,20,10,2,3,4,3,3,1916,1950,2,3,3,2,0,2,0,815,815,5,1,5,7.432483807917119,8,1,1,3,0.0,7,2006,6,5,11.877568578558138,20,1.0,5.799092654460526,366,8.001225490196079,0.0,0,1
1199,20,40,9.116029692504942,2,10,20,5,3,17,3,5,2001,2001,6,4,3,2,0,2,0,1212,1212,5,1,5,7.10002716662926,8,0,2,3,5.87493073085203,6,2009,7,5,12.089538829274222,30,2.0,0.0,383,11.000824402308327,0.0,1,0
1200,20,40,9.326789184619429,2,10,20,5,3,7,3,5,1963,1979,3,3,3,4,547,2,0,504,1051,4,1,5,7.231287004327616,8,1,2,3,0.0,10,2006,7,5,11.904967552746252,30,1.5,4.406719247264253,256,10.600760456273765,175.52756455262454,0,1
1201,20,40,9.143452426434552,2,10,20,5,3,10,3,5,1970,1970,3,3,3,2,0,2,0,864,864,4,1,5,6.761572768804055,8,0,1,3,0.0,7,2006,1,2,11.661776411702583,30,1.0,0.0,256,8.001156069364162,0.0,0,0
1202,60,40,9.249561085129464,2,10,20,2,3,17,3,7,1998,1998,6,4,3,2,0,2,0,866,866,5,1,5,7.483806687665835,8,0,2,3,5.288267030694535,3,2009,7,5,12.195517131590657,30,2.5,3.58351893845611,344,11.001153402537486,0.0,1,1
1203,50,20,8.699514748210191,2,10,20,2,3,6,3,2,1925,1997,2,3,3,2,0,2,0,884,884,5,1,5,7.206377291472252,8,1,1,1,0.0,5,2009,7,5,11.669929213779893,30,2.0,5.337538079701318,356,8.001129943502825,0.0,0,1
1204,20,40,9.185022563991893,2,10,20,5,3,17,3,5,2000,2001,6,4,3,2,0,2,0,1630,1630,5,1,5,7.396335293800808,8,1,2,3,4.30406509320417,10,2009,7,5,12.269047444691562,30,2.0,5.455321115357702,383,11.000613120784795,0.0,1,1
1205,20,40,9.224243277145174,2,10,20,5,3,15,3,5,1975,1975,3,4,3,6,788,2,0,268,1056,5,1,5,6.97914527506881,8,0,2,3,0.0,7,2006,7,5,11.941455846009388,30,2.5,4.477336814478207,306,16.219489120151373,278.69887946036664,0,1
1206,20,40,9.594513744616725,2,20,20,1,3,13,3,5,1990,1991,3,4,3,6,485,5,177,1496,2158,4,1,5,7.694392802629421,8,1,3,3,4.430816798843313,6,2009,7,5,12.513189630620563,30,2.0,4.248495242049359,453,13.064844835572023,483.87714081356336,1,1
1207,20,30,9.093806555720231,2,10,20,5,3,13,3,5,1966,1966,3,3,3,4,1056,2,0,0,1056,3,1,5,6.962243464266207,8,0,1,3,0.0,11,2006,7,5,11.580584113444043,30,2.0,3.7376696182833684,236,12.996215704824976,193.94405911729424,0,1
1208,20,40,9.119868468812108,2,10,20,5,3,17,3,5,2003,2003,6,4,3,7,340,2,0,1342,1682,5,1,5,7.438383530044307,8,0,2,3,5.2574953720277815,5,2006,7,5,12.206072645530174,30,3.0,3.1354942159291497,358,12.61675579322638,303.248163334374,1,1
1209,20,40,8.95712413640568,2,10,20,5,3,10,3,5,1962,1980,3,3,3,4,504,5,108,319,931,3,1,5,7.1569563646156364,8,0,2,3,0.0,10,2008,7,5,11.84939770159144,30,2.0,0.0,370,11.400214592274677,330.6190445230043,0,0
1210,20,40,9.228376734462282,2,20,20,1,3,21,3,5,2006,2006,6,5,3,7,1220,2,0,440,1660,5,1,5,7.414572881350589,8,1,2,3,5.7745515455444085,5,2006,9,6,12.577636201962656,30,3.0,3.912023005428146,408,19.876580373269114,368.9196312834002,1,1
1211,60,40,9.325274910068282,2,10,20,5,3,13,3,7,1992,1992,6,4,3,2,0,2,0,1055,1055,5,1,5,7.520234556474628,8,1,2,3,6.453624998892692,5,2010,7,5,12.14950229404178,30,2.5,4.6443908991413725,358,11.000946969696969,0.0,1,1
1212,50,40,9.403766708502243,2,20,10,5,2,14,3,2,1988,2005,1,4,3,7,427,2,0,132,559,4,1,5,7.468513271496337,8,0,2,3,5.783825182329737,6,2010,7,5,12.007621706806335,30,2.0,2.4849066497880004,475,17.101785714285715,268.3922398252818,1,1
1213,30,40,9.142061531222888,2,10,20,5,3,5,3,5,1941,1950,3,3,3,4,344,2,0,328,672,3,1,5,6.51025834052315,8,0,1,1,0.0,8,2009,7,5,11.635143097694478,10,2.0,4.727387818712341,276,10.557206537890044,152.20669226470193,0,1
1214,80,40,9.234642664499148,2,20,20,1,3,7,3,6,1965,2001,3,3,4,7,648,2,0,0,648,5,1,5,6.866933284461882,8,0,1,3,4.477336814478207,5,2006,7,5,11.884489021402711,20,1.5,0.0,375,18.98921417565485,293.518602079932,1,0
1215,85,40,9.230633075243945,2,20,20,5,3,10,3,4,1962,1962,3,3,3,5,784,2,0,141,925,3,1,5,6.906754778648554,8,0,1,3,5.0106352940962555,5,2006,7,5,11.809319478024031,10,2.0,4.276666119016055,281,13.08099352051836,227.66223582050205,1,1
1216,20,40,8.867004635333567,2,20,20,5,3,7,3,5,1966,1966,3,3,3,4,180,3,374,340,894,3,1,5,6.795705775173514,8,0,1,3,0.0,5,2007,7,5,11.736069016284437,30,1.0,0.0,281,10.678212290502794,262.1858858552846,0,0
1217,90,20,9.097171673870545,2,10,20,5,3,7,5,2,1978,1978,5,3,3,2,0,2,0,0,0,3,1,5,7.550661243105336,8,0,2,3,0.0,4,2010,7,5,11.626254150277232,10,2.0,0.0,306,9.0,0.0,0,0
1218,20,50,9.064157861798101,2,10,20,5,3,21,3,5,2009,2009,6,4,3,7,936,2,0,364,1300,5,1,5,7.1808311990445555,8,0,2,3,4.90527477843843,9,2009,9,6,12.343466568968994,30,3.0,4.718498871295094,408,16.756341275941587,343.4768309749954,1,1
1219,50,20,8.738735461363474,2,10,20,5,3,6,3,2,1947,1950,5,3,3,2,0,2,0,0,0,4,0,5,6.815639990074331,8,0,0,1,0.0,7,2006,7,5,11.296012463406655,30,1.0,0.0,256,9.0,0.0,0,0
1220,160,20,7.426549072397305,2,10,20,5,3,3,2,7,1971,1971,3,3,3,2,0,2,0,672,672,3,1,5,7.1049654482698426,8,0,0,1,5.303304908059076,4,2006,7,2,11.424094251263613,20,1.5,0.0,306,8.00148588410104,0.0,1,0
1221,20,40,8.961879012677683,2,20,20,5,3,10,3,5,1964,1964,3,3,3,4,312,3,600,0,912,3,1,5,6.815639990074331,8,0,1,3,0.0,11,2006,7,2,11.652687407345388,30,1.0,0.0,281,12.338444687842278,287.5339928914955,0,0
1222,20,40,9.017968479328726,2,10,20,5,3,7,3,5,1968,1968,3,3,3,5,250,3,492,210,952,5,1,5,7.099201743553092,8,1,1,3,0.0,8,2008,7,5,11.805595078933049,30,1.0,4.143134726391533,281,11.640083945435467,317.111712075065,0,1
1223,50,40,9.25874951118387,2,10,20,5,3,10,3,2,1949,1950,3,3,3,4,196,2,0,844,1040,5,1,5,7.520776415062797,8,1,1,3,0.0,1,2007,7,5,11.870599909242044,30,2.0,0.0,336,8.94236311239193,146.829468111774,0,0
1224,20,40,9.276128112514186,2,10,20,5,3,10,3,5,1951,1951,3,3,2,3,756,2,0,1380,2136,3,0,4,7.666690200080086,5,0,2,3,0.0,10,2006,7,5,11.834284063781393,30,2.0,3.4011973816621555,231,6.41553579784745,152.485131588307,0,1
1225,60,40,9.641083287268616,2,20,20,5,3,14,3,7,2004,2005,6,4,3,7,724,2,0,64,788,5,1,5,7.306531398939505,8,1,2,3,4.605170185988092,2,2008,7,5,12.122691036591123,30,3.5,4.31748811353631,383,18.342205323193916,307.5436844096001,1,1
1226,80,40,9.257414779362112,2,10,20,5,3,10,3,6,1958,1958,3,3,3,7,507,2,0,81,588,5,1,5,7.037027614686276,8,0,1,3,5.4116460518550396,6,2007,7,5,11.884489021402711,20,1.5,0.0,435,14.887945670628183,278.1846620139302,1,0
1227,60,40,9.588639812011577,2,20,20,1,3,21,3,7,2007,2007,6,4,3,2,0,2,0,894,894,5,1,5,7.566828479208331,8,1,3,3,4.605170185988092,1,2008,7,5,12.273731294003989,30,2.5,2.8903717578961645,358,11.001117318435755,0.0,1,1
1228,20,40,9.090655529030203,2,10,20,2,3,10,3,5,1965,2008,3,3,3,6,595,2,0,317,912,5,1,5,6.815639990074331,8,0,2,3,0.0,12,2008,7,5,11.898187865760873,30,2.0,5.480638923341991,369,12.562979189485214,261.363497044929,0,1
1229,120,40,9.078978053779355,2,10,20,2,3,25,1,5,2008,2008,6,5,3,7,1540,2,0,162,1702,5,1,5,7.43955930913332,8,1,3,3,0.0,10,2008,9,6,12.813917896253697,20,2.5,5.69035945432406,485,21.2348796241926,382.2844670277564,0,1
1230,80,40,8.9758830607617,2,10,20,5,3,10,3,6,1960,1960,3,3,3,6,666,2,0,409,1075,4,1,5,7.317876198626496,4,0,1,3,0.0,8,2008,7,5,11.751942365440728,20,2.0,0.0,281,12.33364312267658,272.3760878474705,0,0
1231,90,40,9.846387960495555,2,20,20,5,3,7,5,2,1977,1977,3,4,3,7,498,4,211,652,1361,5,1,5,7.8709295967551425,8,1,2,1,5.043425116919247,8,2007,7,5,12.154779351142624,10,3.0,5.1298987149230735,281,14.700440528634363,468.46972137800566,1,1
1232,90,40,8.952605375892354,2,10,20,5,3,10,5,6,1962,1962,3,3,3,6,803,2,0,303,1106,3,1,5,7.081708586105575,8,0,2,3,0.0,5,2006,7,5,11.794337924408413,10,2.0,2.8903717578961645,306,13.07859078590786,281.3408212417453,0,1
1233,90,40,9.194414221425923,2,10,20,3,3,10,5,5,1962,1962,5,3,3,2,0,2,0,0,0,3,1,5,7.1098794630722715,8,0,2,3,0.0,3,2007,7,5,11.53076538309856,10,2.0,0.0,256,9.0,0.0,0,0
1234,20,40,9.405907155520158,2,20,20,5,3,10,3,5,1959,1959,3,3,3,4,1000,2,0,188,1188,2,1,5,7.080026499922591,8,0,2,3,0.0,5,2010,3,2,11.863582336583399,30,2.0,0.0,281,12.20605550883095,195.6799196918486,0,0
1235,70,30,9.050758302151717,2,10,10,5,3,9,3,7,1911,1950,6,3,3,2,0,2,0,940,940,3,0,4,7.582738488914411,8,0,0,1,0.0,11,2008,7,2,11.77528972943772,20,1.5,5.2574953720277815,306,8.00106269925611,0.0,0,1
1236,70,40,9.482807278621483,2,10,20,5,3,19,3,7,1914,1950,2,4,3,2,0,2,0,747,747,4,1,2,7.486613313139955,8,0,1,1,5.313205979041787,7,2006,7,5,11.841415931849784,20,1.5,3.6888794541139363,281,11.001336898395722,0.0,1,1
1237,160,40,7.873978379604501,2,10,20,5,3,25,2,7,2003,2003,6,4,3,2,0,2,0,764,764,5,1,5,7.3938782901077555,8,0,2,3,0.0,6,2010,7,5,12.075394321888057,20,2.5,3.295836866004329,383,11.001307189542484,0.0,0,1
1238,60,40,9.424887076064874,2,30,20,3,3,17,3,7,2004,2005,6,4,3,2,0,2,0,847,847,5,1,5,7.5745584842024805,8,1,2,3,4.605170185988092,9,2006,7,5,12.180754837545884,30,2.5,3.871201010907891,383,11.00117924528302,0.0,1,1
1239,20,40,9.478227817099784,2,10,20,5,3,13,3,5,2005,2005,6,4,3,2,0,2,0,1141,1141,5,1,5,7.039660349862076,8,0,2,3,0.0,3,2006,7,2,11.867097278690842,30,1.5,0.0,345,11.000875656742558,0.0,0,0
1240,20,40,9.109082539901955,2,20,40,5,3,22,3,5,2006,2006,6,4,3,7,428,2,0,1048,1476,5,1,5,7.302496423727326,8,1,2,3,4.787491742782046,12,2007,7,5,12.490875577231112,30,2.0,3.4965075614664802,421,13.318889641164525,309.64575634218284,1,1
1241,60,40,9.006754319877503,2,10,20,5,3,17,3,7,2003,2003,6,4,3,7,550,2,0,334,884,5,1,5,7.477604243197589,8,0,2,3,0.0,7,2008,7,5,12.323411137947407,30,3.5,4.143134726391533,383,15.972881355932204,299.8018081768815,0,1
1242,20,40,9.195125206169703,2,10,20,5,3,21,3,5,2007,2007,6,4,3,2,0,2,0,1689,1689,5,1,5,7.4318919168078,8,0,3,3,0.0,6,2007,9,6,12.422505731952896,30,2.0,4.02535169073515,418,11.00059171597633,0.0,0,1
1243,85,40,9.270964993792617,2,10,20,5,3,15,3,4,1974,1974,3,4,3,7,885,3,168,0,1053,3,1,5,7.067319848653476,8,2,2,3,0.0,1,2010,7,3,12.043553716032399,10,3.0,4.787491742782046,379,18.35578747628083,437.78300601918556,0,1
1244,20,40,9.53899642739739,2,10,20,5,3,25,3,5,2006,2006,6,5,4,7,1386,2,0,690,2076,5,1,5,7.638198244285779,8,1,3,3,5.375278407684165,9,2006,9,6,13.049792684569493,30,3.5,5.43372200355424,510,24.338950409244102,386.8555081373644,1,1
1245,70,40,9.344434106456882,2,20,40,2,2,19,3,7,1929,1950,6,4,3,2,0,2,0,792,792,2,1,5,7.324489979348532,8,2,2,3,0.0,6,2006,7,5,12.345834587905333,20,1.0,0.0,449,11.00126103404792,0.0,0,0
1246,80,40,9.400133943608838,2,10,20,5,3,15,3,6,1984,2003,3,4,3,2,0,2,0,585,585,5,1,5,7.532623618788788,8,1,2,3,5.5909869805108565,1,2007,7,2,12.089538829274222,20,3.5,5.556828061699537,366,11.001706484641637,0.0,1,1
1247,60,50,9.002701007197938,2,10,20,5,3,21,3,7,2005,2006,6,4,3,2,0,2,0,756,756,5,1,5,7.347943823148687,8,0,2,3,0.0,3,2006,9,6,12.136186518066006,30,2.5,3.8066624897703196,383,11.001321003963012,0.0,0,1
1248,80,40,9.419628376999952,2,20,20,5,3,12,3,6,1976,1976,3,3,3,7,539,2,0,473,1012,3,1,5,6.9411900550683745,8,0,3,3,0.0,5,2010,7,5,12.042965307660024,20,2.0,0.0,306,12.257650542941757,304.79318282806173,0,0
1249,75,20,9.169518377455928,2,10,20,5,3,4,3,3,1917,1950,2,4,3,4,319,2,0,416,735,2,0,5,7.629489916393995,8,1,2,2,0.0,4,2008,7,5,11.771436160121729,20,1.5,5.556828061699537,306,13.168478260869566,152.31205716771998,0,1
1250,20,40,8.881836305004146,2,10,20,5,3,10,3,5,1950,1950,3,3,3,5,534,4,96,246,876,3,1,5,6.895682697747868,8,0,1,3,0.0,5,2007,7,5,11.686878772093667,30,1.0,4.382026634673881,331,12.2018244013683,336.86136642708004,0,1
1251,20,40,9.320091235935301,2,10,20,2,3,10,3,5,1968,1968,3,3,3,6,1065,2,0,1045,2110,5,1,5,7.6544432264701125,8,2,2,3,0.0,4,2010,7,5,12.404923504275338,30,3.5,0.0,396,11.531975367124584,320.20526912558614,0,0
1252,120,40,8.0507033814703,2,20,20,2,3,25,1,5,2003,2003,6,4,3,2,0,2,0,1405,1405,5,1,5,7.247792581767846,8,1,2,3,4.997212273764115,3,2006,7,5,12.053795210084596,20,2.0,3.58351893845611,383,11.000711237553343,0.0,1,1
1253,20,40,9.196038587265322,2,10,20,5,3,12,3,5,1968,1968,3,3,3,5,510,2,0,354,864,3,1,5,6.773080375655535,8,0,1,3,3.4965075614664802,11,2009,7,5,11.77528972943772,30,2.0,0.0,306,11.538728323699422,210.8744032190163,1,0
1254,60,40,9.772353284511327,2,20,20,5,3,20,3,7,1974,2003,3,3,3,3,125,6,1031,36,1192,3,1,5,7.681099001536359,8,2,2,3,5.393627546352362,7,2007,7,5,12.591335046320818,30,3.5,3.8501476017100584,453,14.469404861693212,397.73942513498616,1,1
1255,60,40,8.843759381917984,2,10,20,5,3,5,3,7,2003,2004,6,4,3,2,0,2,0,746,746,5,1,5,7.412160334945205,8,1,2,3,5.181783550292085,7,2008,7,5,12.016122061571728,30,2.5,4.852030263919617,383,11.001338688085676,0.0,1,1
1256,50,20,8.738735461363474,2,10,20,5,3,6,3,2,1931,1950,2,3,2,3,425,2,0,459,884,3,1,4,7.220373836723949,8,1,1,3,0.0,11,2007,7,5,11.755871643580617,30,1.0,4.787491742782046,336,6.922033898305085,123.24878647648599,0,1
1257,20,40,9.5682245844549,2,20,20,2,3,24,3,5,1994,1994,6,4,3,7,1314,2,0,672,1986,5,1,5,7.594381242551817,8,1,2,3,5.568344503761097,8,2008,7,5,12.616525295149378,30,3.0,3.58351893845611,408,16.290890790135883,381.77823009075104,1,1
1258,30,40,8.308938252595778,2,10,20,2,3,5,3,5,1922,1950,6,2,3,2,0,2,0,864,864,5,1,5,6.761572768804055,8,0,0,3,0.0,7,2009,7,5,11.511924964636645,10,1.0,4.564348191467836,356,5.001156069364162,0.0,0,1
1259,80,40,9.168163293076997,2,20,20,5,3,14,3,6,2005,2005,6,4,3,7,655,2,0,201,856,5,1,5,7.061334366910438,8,0,2,3,5.356586274672012,7,2008,7,5,12.154779351142624,20,3.0,0.0,383,17.11551925320887,306.6271895272397,1,0
1260,20,40,9.185022563991893,2,10,20,3,3,10,3,5,1969,1969,3,4,3,6,602,3,438,14,1054,4,1,5,6.960347729101308,8,0,2,3,5.19295685089021,7,2008,7,5,11.925035115797062,30,2.5,4.382026634673881,396,16.655924170616117,394.46185032367634,1,1
1261,60,40,10.11382951201313,2,40,20,1,3,14,3,7,1999,1999,6,4,3,2,0,2,0,841,841,5,1,5,7.423568444259167,8,1,2,3,0.0,6,2009,7,5,12.106252310247962,30,2.5,4.634728988229636,306,11.001187648456057,0.0,0,1
1262,20,40,9.169518377455928,2,10,20,5,3,10,3,5,1956,1956,3,3,3,4,504,2,0,546,1050,4,1,5,6.956545443151569,8,0,1,3,0.0,6,2009,7,5,11.766792188927278,30,1.0,0.0,306,10.398667935299715,173.22939562621315,0,0
1263,50,40,9.328123407632566,2,10,20,5,3,18,3,2,1957,1989,3,3,3,2,0,2,0,1104,1104,5,1,4,7.488852955733459,6,2,1,3,4.787491742782046,11,2009,7,5,11.992260421644849,30,2.0,0.0,256,8.000904977375566,0.0,1,0
1264,70,40,9.511555458710548,2,10,20,5,3,6,3,7,1919,1950,6,3,3,2,0,2,0,764,764,5,1,4,7.508787170634276,8,1,2,1,0.0,7,2007,7,5,12.103486056755072,20,1.0,4.836281906951478,336,8.001307189542484,0.0,0,1
1265,120,30,8.308938252595778,2,10,20,5,3,10,1,5,1998,1999,6,4,3,7,266,2,0,1139,1405,5,1,5,7.198183577101943,8,0,2,3,4.969813299576001,8,2008,3,2,12.106252310247962,20,3.0,4.219507705176107,358,12.514224751066857,283.4943625763301,1,1
1266,160,50,8.225503097566918,2,10,20,4,3,21,1,7,1999,1999,6,4,3,7,450,2,0,241,691,5,1,5,7.280697195384741,8,0,2,3,0.0,3,2006,7,5,12.122147410592412,20,3.5,3.5263605246161616,383,16.203757225433524,279.76526187139456,0,1
1267,190,20,9.222268942841456,2,20,10,5,3,4,4,3,1910,1950,3,3,3,2,0,2,0,925,925,3,0,2,7.543802867501509,8,1,1,1,0.0,1,2007,7,5,11.711776323715394,20,1.5,5.575949103146316,257,8.001079913606912,0.0,0,1
1268,20,40,9.48903215258983,2,20,40,5,3,22,3,5,2008,2009,6,5,3,2,0,2,0,2002,2002,5,1,5,7.609862200913554,8,1,3,3,4.969813299576001,5,2010,7,5,12.84397135185964,30,2.0,4.330733340286331,485,14.000499251123316,0.0,1,1
1269,50,40,9.55393007636626,2,20,20,5,2,19,3,2,1935,1997,3,3,3,4,192,2,0,536,728,5,1,5,8.145259566516865,8,2,3,3,5.749392985908253,5,2008,7,5,12.850554654108839,30,3.5,2.4849066497880004,568,9.318244170096023,138.75974671161606,1,1
1270,50,40,9.336444248771908,2,10,20,5,3,10,3,2,1958,1958,3,3,3,5,460,2,0,414,874,3,1,4,7.329093736246592,8,0,1,3,0.0,7,2007,7,5,11.877568578558138,30,1.5,0.0,281,11.15542857142857,207.7450576370347,0,0
1271,40,40,10.068790104160488,2,10,30,5,1,18,3,5,1979,1979,6,4,3,7,1258,2,0,74,1332,3,1,5,7.329093736246592,8,1,2,3,5.5909869805108565,4,2010,7,5,12.468436909997665,20,2.5,0.0,418,18.550637659414853,359.5184080954582,1,0
1272,20,40,9.122164681072457,2,20,20,5,3,15,3,5,1968,1968,3,3,3,2,0,2,0,1489,1489,4,1,5,7.305860032684009,8,1,2,3,0.0,8,2009,7,5,12.132156962580005,30,2.0,0.0,379,8.000671140939597,0.0,0,0
1273,20,40,9.512369038134885,2,20,20,1,3,7,3,5,1965,1965,3,3,3,5,560,3,375,0,935,3,1,5,6.840546529288687,8,0,1,3,5.19295685089021,11,2006,7,5,11.827736204810263,30,2.0,0.0,306,13.193376068376068,338.2314891027486,1,0
1274,80,40,9.351145248567203,2,20,20,2,3,5,3,6,1959,2006,3,3,3,6,719,2,0,300,1019,4,1,5,7.213031659834869,8,1,1,3,0.0,5,2008,7,5,12.083905011555967,20,2.0,5.093750200806762,392,12.935294117647059,273.4688625069107,0,1
1275,50,40,8.587092318795905,2,10,20,2,3,19,3,2,1910,2003,6,3,3,2,0,2,0,661,661,5,1,5,7.1308988302963465,8,1,2,3,5.488937726156687,11,2007,7,5,11.842229212112828,30,2.0,4.394449154672439,306,8.001510574018127,0.0,1,1
1276,90,40,9.336532397213942,2,10,20,2,3,10,5,7,1948,1950,3,3,3,4,220,2,0,708,928,4,1,4,7.560080465021827,8,0,2,3,0.0,7,2007,7,5,11.827736204810263,10,2.0,0.0,281,9.185145317545748,147.56652356792554,0,0
1277,60,40,9.467769401256943,2,20,20,1,3,15,3,7,1972,1972,3,3,4,5,593,2,0,130,723,3,1,5,7.240649694255466,8,1,2,3,5.683579767338681,12,2009,7,5,11.99535161421452,30,2.0,4.7535901911063645,336,15.915745856353594,210.28133983172742,1,1
1278,80,40,9.790934566296798,2,20,20,1,3,15,3,6,1967,1976,3,4,3,6,528,2,0,1152,1680,2,1,5,7.452402451223638,8,1,2,3,0.0,6,2009,7,5,12.195517131590657,20,2.5,0.0,306,13.199286139202854,279.453209654098,0,0
1279,60,40,9.156200925875535,2,10,20,5,3,17,3,7,2002,2002,6,4,3,7,804,2,0,324,1128,5,1,5,7.616283561580385,8,1,2,3,0.0,3,2008,7,5,12.375815420117268,30,3.5,5.351858133476067,408,16.697962798937112,329.21361372122743,0,1
1280,50,10,8.922658299524402,2,10,20,5,3,2,3,2,1920,1950,3,3,3,2,0,2,0,698,698,3,1,4,7.028201432058005,8,0,2,3,3.4011973816621555,4,2010,3,2,11.133128103610641,30,1.0,5.099866427824199,275,8.001430615164521,0.0,1,1
1281,20,40,9.190953658175992,2,20,20,5,3,17,3,5,2002,2002,6,4,3,7,788,2,0,785,1573,5,1,5,7.360739903058278,8,0,2,3,0.0,3,2009,7,5,12.332705296463539,30,3.0,4.276666119016055,383,15.005717916137229,343.7421070070711,0,1
